abstract,sentence,label,,,,
8195148,We found that transactivation-negative HBx mutants truncated at the C-terminal portion specifically repressed the HBx transactivation in trans.,,,,,
8195148,The ability to trans-repress the HBx transactivation is confined to the N-terminal third of HBx.,,,,,
8195148,Transactivation-positive constructs of HBx were divided into two groups by their sensitivity to trans-repression due to the presence of the N-terminal third.,,,,,
8195148,"Thus the regulatory domain, the N-terminal third, is separated from the transacting domain and responsible for the negative regulations, the trans-repression and sensitivity to X trans-repression.",,,,,
8195148,A possible direct association between the HBx regulatory domains was tested by far-Western blotting using purified fused forms of HBx proteins.,,,,,
8195148,"The regulatory domain was found to associate preferentially with the full HBx or the regulatory domain, but not with the transacting domain.",,,,,
8195148,"Taken together, it is possible that HBx has a self-regulatory mechanism that avoids excessive HBx transactivation and is important for regulation of X gene expression.",,,,,
11841813,The possible involvement of the starch bound R1 protein from potato (Solanum tuberosum L.) in the phosphorylation of starch was investigated by functional expression and characterisation of R1 in Escherichia coli.,,,,,
11841813,"By expression of R1 in E. coli it is shown that it is possible to produce glycopolymers, e.g., glycogen, with an increased degree of phosphate substitution.",,,,,
11841813,The expression of R1 in E. coli resulted in a sixfold increase in glycogen bound phosphate and in an increased accumulation of glycogen leading to a glycogen excess (gex) phenotype.,,,,,
11841813,There was an overall shift in the unit-chain length of the isolated glycogen towards smaller degrees of polymerisation.,,,,,
11841813,"The pleiotropic effects on the glycogen biosynthetic and amylolytic enzyme activities was investigated and showed an increase in ADPglucose pyrophosphorylase activity, as well as a decrease in exo-amylolytic activity.",,,,,
11841813,These results are discussed in relation to starch phosphorylation and a possible role of R1 in this respect.,,,,,
16096344,MGL1/CD301a is a C-type lectin that recognizes galactose and N-acetylgalactosamine as monosaccharides and is expressed on limited populations of macrophages and dendritic cells at least in adult mice.,,,,,
16096344,"In this study, pregnant mice with Mgl1+/- genotype were mated with Mgl1+/- or Mgl1-/- genotype males, and the embryos were used to assess a hypothesis that this molecule plays an important role in the clearance of apoptotic cells.",,,,,
16096344,After X-ray irradiation at 1 Gy of developing embryos at 10.5 days post coitus (d.p.c.,,,,,
16096344,"), the number of Mgl1-/- pups was significantly reduced as compared with Mgl1+/+ pups.",,,,,
16096344,"Distributions of MGL1-positive cells, MGL2-positive cells, and apoptotic cells were histologically examined in irradiated Mgl1+/+ embryos.",,,,,
16096344,"MGL1-positive cells were detected in the neural tube in which many cells undergo apoptosis, whereas MGL2-positive cells were not observed.",,,,,
16096344,Biotinylated recombinant MGL1 bound a significant portion of the apoptotic cells.,,,,,
16096344,"When Mgl1+/+ and Mgl1-/- embryos were examined for the presence of apoptotic cells, similar numbers of apoptotic cells gave rise, but the clearance of these cells was slower in Mgl1-/- embryos than in Mgl1+/+ embryos.",,,,,
16096344,These results strongly suggest that MGL1/CD301a is involved in the clearance of apoptotic cells.,,,,,
16096344,This process should be essential in the repair and normal development of X-ray-irradiated embryos.,,,,,
20340043,"In previous studies protective antibodies that could facilitate bactericidal killing of Neisseria meningitidis (Nm) serogroup B strains were derived from immunisation with glycoconjugates prepared from O-deacylated lipopolysaccharide (LPS-OH) via direct reductive amination between the reducing end of the oligosaccharide molecule, created by treatment with alkaline phosphatase, and amino functionalities on the CRM(197) carrier protein.",,,,,
20340043,These glycoconjugates proved difficult to prepare because the presence of amide linked fatty-acyl groups results in glycolipids that are relatively insoluble and aggregate.,,,,,
20340043,"Therefore, we have examined several strategies to prepare glycoconjugates in order to identify a robust, consistently reproducible strategy that produces glycoconjugates with a high loading of LPS derived oligosaccharides.",,,,,
20340043,"Initially we used completely deacylated LPS molecules, but lacking phosphoethanolamine (PEtn) from the core OS as the strong basic conditions required to completely deacylate the LPS would modify the PEtn residue.",,,,,
20340043,"We utilised a squarate linker and conjugated via the reducing end of the carbohydrate antigen following removal of the glycosidic phosphate to amino groups on CRM(197), however carbohydrate loading on the carrier protein was low.",,,,,
20340043,"Glycoconjugates were then produced utilising amidases produced by Dictyostelium discoideum (Dd), which partially remove N-linked fatty acids from the lipid A region of the Nm LPS molecule, which enabled the retention of the PEtn residue.",,,,,
20340043,"LPS-OH was treated with Dd amidase, the reducing glycosidic phosphate removed, and using a cystamine linker strategy, conjugated to the carrier protein.",,,,,
20340043,Carbohydrate loading was somewhat improved but still not high.,,,,,
20340043,"Finally, we have developed a novel conjugation strategy that targets the amino functionality created by the amidase activity as the attachment point.",,,,,
20340043,The amino functionality on the PEtn residue of the inner core was protected via a novel blocking and unblocking strategy with t-butyl oxycarbonyl.,,,,,
20340043,"A maleimide-thiol linker strategy, targeting lysine residues on the carrier protein did not result in high loading of the carbohydrate molecules, however when we targeted the carboxyl residues we have consistently obtained a high loading of carbohydrate antigens per CRM(197), which can be controlled by variation in the amount of activated carbohydrate utilised in the conjugation reaction.",,,,,
8842704,The effect of estrogen on the glycosylation of alpha 1-acid glycoprotein was studied in women using oral contraceptives and in male-to-female transsexuals receiving oral or transdermal estrogen treatment.,,,,,
8842704,Oral estrogen treatment induced an increase in degree of branching and a decrease in fucosylation and sialyl Lewis x expression on alpha 1-acid glycoprotein compared to individuals receiving no estrogens or transdermal estrogen treatment.,,,,,
8842704,"The effect on the glycosylation of alpha 1-acid glycoprotein was less in the male-to-female transsexuals receiving oral estrogens in combination with cyproterone acetate, a blocker of the androgen receptor with progestagen-like effects.",,,,,
8842704,This was of comparable magnitude as in women using oral contraceptives containing both estrogen and progestagen.,,,,,
8842704,We conclude that oral estrogens have an identical effect on the hepatic glycosylation of alpha 1-acid glycoprotein in both males and females and that progestagen reduces this effect.,,,,,
8842704,These results show that oral estrogens induce an effect on the glycosylation of alpha 1-acid glycoprotein opposite to that induced by inflammation.,,,,,
8842704,"Oral estrogens can therefore modulate the glycosylation dependent inflammatory actions of alpha 1-acid glycoprotein, while this is not the case with transdermal estrogens.",,,,,
8842704,"In all likelihood, estrogen receptors on the hepatocyte must play a significant role in the observed effect.",,,,,
9249153,"The synthesis of analogues of the anti-tumour drug 2-[N-(hydroxymethyl)methylamino]-4,6-bis(dimethylamino)-1,3,5-triazine (HMPMM) in which the OH or a dimethylamino group is replaced by a carbohydrate has been explored.",,,,,
